SiteId,Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521 - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
7090,30361533,2023-06-24T00:00:00,20:29:00,81,202,14,3,16,0,0,0,0,0,0,0,0,0,7,15,68,95,50,71,235
7090,30361533,2023-06-24T00:00:00,20:44:00,82,165,6,4,11,0,0,0,0,0,0,0,1,0,4,15,53,72,41,71,186
7090,30361533,2023-06-24T00:00:00,20:59:00,83,180,7,6,8,0,0,0,0,0,0,0,0,0,6,11,66,83,35,70,201
7090,30361533,2023-06-24T00:00:00,21:14:00,84,158,6,7,7,0,0,0,0,0,0,0,2,1,4,11,63,58,39,70,178
7090,30361533,2023-06-24T00:00:00,21:29:00,85,139,3,2,10,0,0,0,0,0,0,0,0,1,2,16,51,57,27,70,154
7090,30361533,2023-06-24T00:00:00,21:44:00,86,160,3,5,6,0,0,0,0,0,0,0,0,1,4,5,57,67,40,71,174
7090,30361533,2023-06-24T00:00:00,21:59:00,87,132,5,6,16,0,0,0,0,0,0,0,1,1,6,21,40,56,34,69,159
7090,30361533,2023-06-24T00:00:00,22:14:00,88,112,10,7,10,0,0,0,0,0,0,0,0,0,7,20,43,50,19,68,139
7090,30361533,2023-06-24T00:00:00,22:29:00,89,88,3,1,10,0,0,0,0,0,0,0,0,1,3,10,32,47,9,69,102
7090,30361533,2023-06-24T00:00:00,22:44:00,90,125,9,4,10,0,0,0,0,0,0,0,0,0,9,13,48,59,19,68,148
7090,30361533,2023-06-24T00:00:00,22:59:00,91,109,3,5,15,0,0,0,0,0,0,0,0,0,13,10,36,51,22,68,132
7090,30361533,2023-06-24T00:00:00,23:14:00,92,124,7,5,11,0,0,0,0,0,0,0,0,0,8,9,53,56,21,69,147
7090,30361533,2023-06-24T00:00:00,23:29:00,93,83,7,3,13,0,0,0,0,0,0,0,0,0,5,16,34,37,14,68,106
7090,30361533,2023-06-24T00:00:00,23:44:00,94,78,5,4,11,0,0,0,0,0,0,0,0,0,5,12,30,40,11,68,98
7090,30361533,2023-06-24T00:00:00,23:59:00,95,75,6,8,13,0,0,0,0,0,0,1,0,2,9,19,34,25,12,65,102
7090,30361533,2023-06-25T00:00:00,00:14:00,0,69,3,3,9,0,0,0,0,0,0,0,0,0,7,10,34,29,4,66,84
7090,30361533,2023-06-25T00:00:00,00:29:00,1,72,2,5,5,0,0,0,0,0,0,0,0,1,5,7,32,28,11,68,84
7090,30361533,2023-06-25T00:00:00,00:44:00,2,35,2,7,8,0,0,0,0,0,0,0,0,0,2,10,18,17,5,67,52
7090,30361533,2023-06-25T00:00:00,00:59:00,3,42,3,2,19,0,0,0,0,0,0,0,0,2,8,11,21,15,9,65,66
7090,30361533,2023-06-25T00:00:00,01:14:00,4,37,3,1,12,0,0,0,0,0,0,0,0,0,1,13,21,12,6,66,53
7090,30361533,2023-06-25T00:00:00,01:29:00,5,48,3,1,11,0,0,0,0,0,0,0,0,0,5,8,13,24,13,69,63
7090,30361533,2023-06-25T00:00:00,01:44:00,6,32,3,3,14,0,0,0,0,0,0,0,0,3,6,9,13,17,4,64,52
